caldt,year,month,day,ym,date,index,ri
19620702,1962,7,2,1962.583,913,100,
19620703,1962,7,3,1962.583,914,101.1199,1.119937
19620705,1962,7,5,1962.583,916,101.6767,0.5505698
19620706,1962,7,6,1962.583,917,100.5216,-1.136025
19620709,1962,7,9,1962.583,920,101.2218,0.6966128
19620710,1962,7,10,1962.583,921,102.3709,1.135186
19620711,1962,7,11,1962.583,922,103.3943,0.9996588
19620712,1962,7,12,1962.583,923,103.8388,0.4299666
19620713,1962,7,13,1962.583,924,103.5217,-0.305414
19620716,1962,7,16,1962.583,927,103.5339,0.0118225
19620717,1962,7,17,1962.583,928,101.6551,-1.814655
19620718,1962,7,18,1962.583,929,100.6375,-1.001031
19620719,1962,7,19,1962.583,930,100.9867,0.3469523
19620720,1962,7,20,1962.583,931,101.7493,0.7551431
19620723,1962,7,23,1962.583,934,101.6821,-0.0660837
19620724,1962,7,24,1962.583,935,100.8626,-0.8059073
19620725,1962,7,25,1962.583,936,101.1414,0.2764725
19620726,1962,7,26,1962.583,937,101.659,0.5117017
19620727,1962,7,27,1962.583,938,102.4712,0.7989759
19620730,1962,7,30,1962.583,941,103.6152,1.116372
19620731,1962,7,31,1962.583,942,104.3552,0.7142412
19620801,1962,8,1,1962.667,943,103.5209,-0.7995403
19620802,1962,8,2,1962.667,944,103.9341,0.3991582
19620803,1962,8,3,1962.667,945,104.1862,0.2425394
19620806,1962,8,6,1962.667,948,103.514,-0.645136
19620807,1962,8,7,1962.667,949,102.8889,-0.6038593
19620808,1962,8,8,1962.667,950,103.2615,0.3620739
19620809,1962,8,9,1962.667,951,103.154,-0.1040914
19620810,1962,8,10,1962.667,952,103.3542,0.1941097
19620813,1962,8,13,1962.667,955,103.5619,0.2009629
19620814,1962,8,14,1962.667,956,104.7077,1.106322
19620815,1962,8,15,1962.667,957,105.4429,0.7021684
19620816,1962,8,16,1962.667,958,105.4249,-0.0170641
19620817,1962,8,17,1962.667,959,106.1447,0.6827886
19620820,1962,8,20,1962.667,962,106.7896,0.6075079
19620821,1962,8,21,1962.667,963,106.3812,-0.3823534
19620822,1962,8,22,1962.667,964,107.633,1.176687
19620823,1962,8,23,1962.667,965,107.4792,-0.1429389
19620824,1962,8,24,1962.667,966,107.2493,-0.2139021
19620827,1962,8,27,1962.667,969,107.1839,-0.0609393
19620828,1962,8,28,1962.667,970,105.9675,-1.134907
19620829,1962,8,29,1962.667,971,105.7665,-0.189654
19620830,1962,8,30,1962.667,972,105.7706,0.00388
19620831,1962,8,31,1962.667,973,106.6337,0.8159788
19620904,1962,9,4,1962.75,977,105.5816,-0.9866481
19620905,1962,9,5,1962.75,978,104.8649,-0.6787959
19620906,1962,9,6,1962.75,979,105.2927,0.4079697
19620907,1962,9,7,1962.75,980,105.317,0.0231021
19620910,1962,9,10,1962.75,983,105.4643,0.1397872
19620911,1962,9,11,1962.75,984,105.7391,0.2605599
19620912,1962,9,12,1962.75,985,106.1957,0.4318298
19620913,1962,9,13,1962.75,986,105.9198,-0.259811
19620914,1962,9,14,1962.75,987,106.2836,0.3434691
19620917,1962,9,17,1962.75,990,106.5887,0.287083
19620918,1962,9,18,1962.75,991,106.5246,-0.0601089
19620919,1962,9,19,1962.75,992,106.3807,-0.1350894
19620920,1962,9,20,1962.75,993,105.6433,-0.6931494
19620921,1962,9,21,1962.75,994,104.1221,-1.439968
19620924,1962,9,24,1962.75,997,102.1875,-1.858004
19620925,1962,9,25,1962.75,998,102.7822,0.5819315
19620926,1962,9,26,1962.75,999,101.288,-1.453702
19620927,1962,9,27,1962.75,1000,100.632,-0.6476264
19620928,1962,9,28,1962.75,1001,101.3959,0.7590611
19621001,1962,10,1,1962.833,1004,100.1337,-1.244815
19621002,1962,10,2,1962.833,1005,101.2757,1.140499
19621003,1962,10,3,1962.833,1006,101.4197,0.1421707
19621004,1962,10,4,1962.833,1007,102.3382,0.9056103
19621005,1962,10,5,1962.833,1008,103.0014,0.6480565
19621008,1962,10,8,1962.833,1011,102.9376,-0.0618918
19621009,1962,10,9,1962.833,1012,103.2865,0.3389554
19621010,1962,10,10,1962.833,1013,103.2937,0.0069
19621011,1962,10,11,1962.833,1014,103.0022,-0.2821618
19621012,1962,10,12,1962.833,1015,102.8259,-0.1711522
19621015,1962,10,15,1962.833,1018,103.4268,0.5843203
19621016,1962,10,16,1962.833,1019,103.1424,-0.2749316
19621017,1962,10,17,1962.833,1020,102.7689,-0.3621422
19621018,1962,10,18,1962.833,1021,101.7826,-0.9597052
19621019,1962,10,19,1962.833,1022,100.4059,-1.352598
19621022,1962,10,22,1962.833,1025,99.28103,-1.120313
19621023,1962,10,23,1962.833,1026,96.62518,-2.675088
19621024,1962,10,24,1962.833,1027,99.74382,3.227569
19621025,1962,10,25,1962.833,1028,98.82507,-0.921106
19621026,1962,10,26,1962.833,1029,98.58607,-0.2418427
19621029,1962,10,29,1962.833,1032,100.7247,2.169341
19621030,1962,10,30,1962.833,1033,102.2375,1.50183
19621031,1962,10,31,1962.833,1034,102.2498,0.0120875
19621101,1962,11,1,1962.917,1035,103.3474,1.07343
19621102,1962,11,2,1962.917,1036,104.5074,1.122431
19621105,1962,11,5,1962.917,1039,105.6201,1.064666
19621107,1962,11,7,1962.917,1041,106.4074,0.7454125
19621108,1962,11,8,1962.917,1042,105.6991,-0.6656682
19621109,1962,11,9,1962.917,1043,106.7554,0.9994285
19621112,1962,11,12,1962.917,1046,108.2155,1.367681
19621113,1962,11,13,1962.917,1047,107.9816,-0.2161226
19621114,1962,11,14,1962.917,1048,109.2467,1.17159
19621115,1962,11,15,1962.917,1049,108.951,-0.2706562
19621116,1962,11,16,1962.917,1050,109.3176,0.3364817
19621119,1962,11,19,1962.917,1053,108.7158,-0.5505178
19621120,1962,11,20,1962.917,1054,109.8489,1.042181
19621121,1962,11,21,1962.917,1055,110.5887,0.6734994
19621123,1962,11,23,1962.917,1057,111.9057,1.190947
19621126,1962,11,26,1962.917,1060,111.5809,-0.2902418
19621127,1962,11,27,1962.917,1061,112.3887,0.7238895
19621128,1962,11,28,1962.917,1062,113.1878,0.7110419
19621129,1962,11,29,1962.917,1063,113.6801,0.4349409
19621130,1962,11,30,1962.917,1064,113.4031,-0.2437006
19621203,1962,12,3,1963,1067,112.9439,-0.4049117
19621204,1962,12,4,1963,1068,114.1924,1.105446
19621205,1962,12,5,1963,1069,114.6783,0.4254631
19621206,1962,12,6,1963,1070,114.7545,0.0664817
19621207,1962,12,7,1963,1071,115.0315,0.2413509
19621210,1962,12,10,1963,1074,113.6003,-1.244117
19621211,1962,12,11,1963,1075,113.6882,0.0773135
19621212,1962,12,12,1963,1076,114.2752,0.5163785
19621213,1962,12,13,1963,1077,113.8612,-0.3622695
19621214,1962,12,14,1963,1078,114.1454,0.2495718
19621217,1962,12,17,1963,1081,113.7738,-0.3255433
19621218,1962,12,18,1963,1082,113.2605,-0.4512099
19621219,1962,12,19,1963,1083,114.2401,0.864971
19621220,1962,12,20,1963,1084,114.6201,0.3325905
19621221,1962,12,21,1963,1085,114.368,-0.2198817
19621224,1962,12,24,1963,1088,114.3209,-0.0411833
19621226,1962,12,26,1963,1090,115.0303,0.6204594
19621227,1962,12,27,1963,1091,114.8349,-0.1698313
19621228,1962,12,28,1963,1092,114.9215,0.0754195
19621231,1962,12,31,1963,1095,115.1703,0.2165005
19630102,1963,1,2,1963.083,1097,114.41,-0.6601605
19630103,1963,1,3,1963.083,1098,116.3201,1.669494
19630104,1963,1,4,1963.083,1099,117.0293,0.6097119
19630107,1963,1,7,1963.083,1102,117.0563,0.023064
19630108,1963,1,8,1963.083,1103,118.17,0.9514207
19630109,1963,1,9,1963.083,1104,117.9216,-0.2102152
19630110,1963,1,10,1963.083,1105,118.1487,0.1926108
19630111,1963,1,11,1963.083,1106,118.4082,0.2196366
19630114,1963,1,14,1963.083,1109,119.0629,0.5528946
19630115,1963,1,15,1963.083,1110,118.9686,-0.0791656
19630116,1963,1,16,1963.083,1111,118.1255,-0.7086653
19630117,1963,1,17,1963.083,1112,118.9754,0.7194396
19630118,1963,1,18,1963.083,1113,119.0399,0.0542731
19630121,1963,1,21,1963.083,1116,119.2355,0.1642704
19630122,1963,1,22,1963.083,1117,119.5156,0.2349081
19630123,1963,1,23,1963.083,1118,119.8351,0.2673822
19630124,1963,1,24,1963.083,1119,120.0764,0.2013665
19630125,1963,1,25,1963.083,1120,120.3847,0.2566943
19630128,1963,1,28,1963.083,1123,121.0022,0.5129801
19630129,1963,1,29,1963.083,1124,121.0381,0.0296142
19630130,1963,1,30,1963.083,1125,120.3491,-0.5692174
19630131,1963,1,31,1963.083,1126,120.9933,0.5352614
19630201,1963,2,1,1963.167,1127,121.1783,0.1529456
19630204,1963,2,4,1963.167,1130,120.9467,-0.1911646
19630205,1963,2,5,1963.167,1131,120.9277,-0.0156757
19630206,1963,2,6,1963.167,1132,121.5558,0.5194189
19630207,1963,2,7,1963.167,1133,121.1462,-0.3369688
19630208,1963,2,8,1963.167,1134,121.2144,0.0563169
19630211,1963,2,11,1963.167,1137,120.5148,-0.5771964
19630212,1963,2,12,1963.167,1138,120.6353,0.1000136
19630213,1963,2,13,1963.167,1139,121.2383,0.4998058
19630214,1963,2,14,1963.167,1140,121.6271,0.3207536
19630215,1963,2,15,1963.167,1141,121.7711,0.1183284
19630218,1963,2,18,1963.167,1144,121.9961,0.184836
19630219,1963,2,19,1963.167,1145,121.4143,-0.4769637
19630220,1963,2,20,1963.167,1146,120.7398,-0.5555202
19630221,1963,2,21,1963.167,1147,120.9078,0.1391887
19630225,1963,2,25,1963.167,1151,120.0707,-0.6923751
19630226,1963,2,26,1963.167,1152,120.2135,0.1189014
19630227,1963,2,27,1963.167,1153,119.3834,-0.6905204
19630228,1963,2,28,1963.167,1154,118.041,-1.12443
19630301,1963,3,1,1963.25,1155,117.699,-0.2896832
19630304,1963,3,4,1963.25,1158,118.8499,0.9778036
19630305,1963,3,5,1963.25,1159,118.8943,0.0373624
19630306,1963,3,6,1963.25,1160,119.1392,0.2059652
19630307,1963,3,7,1963.25,1161,119.895,0.6343708
19630308,1963,3,8,1963.25,1162,120.0195,0.1038367
19630311,1963,3,11,1963.25,1165,120.3631,0.2863504
19630312,1963,3,12,1963.25,1166,120.6866,0.2687504
19630313,1963,3,13,1963.25,1167,121.131,0.368211
19630314,1963,3,14,1963.25,1168,120.5814,-0.4536864
19630315,1963,3,15,1963.25,1169,121.0924,0.4237779
19630318,1963,3,18,1963.25,1172,120.5974,-0.40884
19630319,1963,3,19,1963.25,1173,120.3438,-0.2102425
19630320,1963,3,20,1963.25,1174,121.2109,0.7205044
19630321,1963,3,21,1963.25,1175,121.0397,-0.1412225
19630322,1963,3,22,1963.25,1176,121.6287,0.4866382
19630325,1963,3,25,1963.25,1179,121.6959,0.0552237
19630326,1963,3,26,1963.25,1180,122.0344,0.2781117
19630327,1963,3,27,1963.25,1181,122.5479,0.4208461
19630328,1963,3,28,1963.25,1182,122.3787,-0.1380903
19630329,1963,3,29,1963.25,1183,122.3743,-0.0036089
19630401,1963,4,1,1963.333,1186,122.8959,0.4262317
19630402,1963,4,2,1963.333,1187,122.8648,-0.0252775
19630403,1963,4,3,1963.333,1188,123.8241,0.7807644
19630404,1963,4,4,1963.333,1189,124.7574,0.7536916
19630405,1963,4,5,1963.333,1190,125.5589,0.6425031
19630408,1963,4,8,1963.333,1193,126.0048,0.355081
19630409,1963,4,9,1963.333,1194,125.8718,-0.1055454
19630410,1963,4,10,1963.333,1195,125.5414,-0.262483
19630411,1963,4,11,1963.333,1196,126.4003,0.6841755
19630415,1963,4,15,1963.333,1200,126.9782,0.4571936
19630416,1963,4,16,1963.333,1201,127.129,0.118755
19630417,1963,4,17,1963.333,1202,126.7406,-0.3054755
19630418,1963,4,18,1963.333,1203,126.6782,-0.0492447
19630419,1963,4,19,1963.333,1204,127.2922,0.4846715
19630422,1963,4,22,1963.333,1207,127.4251,0.1043915
19630423,1963,4,23,1963.333,1208,127.8879,0.3632201
19630424,1963,4,24,1963.333,1209,128.2285,0.2662882
19630425,1963,4,25,1963.333,1210,128.32,0.0713537
19630426,1963,4,26,1963.333,1211,128.1888,-0.1022464
19630429,1963,4,29,1963.333,1214,128.1174,-0.0556506
19630430,1963,4,30,1963.333,1215,128.4105,0.2287337
19630501,1963,5,1,1963.417,1216,128.7742,0.283227
19630502,1963,5,2,1963.417,1217,129.1258,0.2730876
19630503,1963,5,3,1963.417,1218,128.8993,-0.1754583
19630506,1963,5,6,1963.417,1221,128.0224,-0.6802886
19630507,1963,5,7,1963.417,1222,127.9968,-0.0200198
19630508,1963,5,8,1963.417,1223,129.1356,0.8897447
19630509,1963,5,9,1963.417,1224,129.7659,0.4881107
19630510,1963,5,10,1963.417,1225,130.1041,0.2605796
19630513,1963,5,13,1963.417,1228,130.0938,-0.0078859
19630514,1963,5,14,1963.417,1229,129.6282,-0.3578975
19630515,1963,5,15,1963.417,1230,130.0033,0.2893597
19630516,1963,5,16,1963.417,1231,129.7127,-0.223541
19630517,1963,5,17,1963.417,1232,129.8163,0.0798346
19630520,1963,5,20,1963.417,1235,129.2223,-0.4575241
19630521,1963,5,21,1963.417,1236,129.5896,0.2841696
19630522,1963,5,22,1963.417,1237,129.6097,0.0155778
19630523,1963,5,23,1963.417,1238,129.5359,-0.0570082
19630524,1963,5,24,1963.417,1239,129.3993,-0.1053907
19630527,1963,5,27,1963.417,1242,129.2327,-0.1287481
19630528,1963,5,28,1963.417,1243,129.529,0.2292553
19630529,1963,5,29,1963.417,1244,130.134,0.4670743
19630531,1963,5,31,1963.417,1246,130.9559,0.631574
19630603,1963,6,3,1963.5,1249,130.809,-0.1121861
19630604,1963,6,4,1963.5,1250,130.831,0.0168462
19630605,1963,6,5,1963.5,1251,130.552,-0.2132771
19630606,1963,6,6,1963.5,1252,130.6553,0.0791402
19630607,1963,6,7,1963.5,1253,130.3621,-0.2243893
19630610,1963,6,10,1963.5,1256,129.5107,-0.6531317
19630611,1963,6,11,1963.5,1257,129.6848,0.1344344
19630612,1963,6,12,1963.5,1258,130.3731,0.5307684
19630613,1963,6,13,1963.5,1259,130.0119,-0.2770385
19630614,1963,6,14,1963.5,1260,130.1225,0.085021
19630617,1963,6,17,1963.5,1263,129.5576,-0.4340912
19630618,1963,6,18,1963.5,1264,129.7262,0.1301266
19630619,1963,6,19,1963.5,1265,129.8801,0.1186129
19630620,1963,6,20,1963.5,1266,129.7422,-0.1061654
19630621,1963,6,21,1963.5,1267,130.1771,0.335221
19630624,1963,6,24,1963.5,1270,130.0766,-0.0771829
19630625,1963,6,25,1963.5,1271,129.7864,-0.2230972
19630626,1963,6,26,1963.5,1272,128.6087,-0.9074289
19630627,1963,6,27,1963.5,1273,127.9827,-0.4867295
19630628,1963,6,28,1963.5,1274,128.5126,0.414004
19630701,1963,7,1,1963.583,1277,127.6152,-0.6982492
19630702,1963,7,2,1963.583,1278,128.7185,0.8645174
19630703,1963,7,3,1963.583,1279,129.5876,0.6752094
19630705,1963,7,5,1963.583,1281,130.1183,0.4095441
19630708,1963,7,8,1963.583,1284,129.2229,-0.688176
19630709,1963,7,9,1963.583,1285,129.7845,0.4346256
19630710,1963,7,10,1963.583,1286,129.5346,-0.1925678
19630711,1963,7,11,1963.583,1287,129.2796,-0.1968998
19630712,1963,7,12,1963.583,1288,129.0575,-0.1717922
19630715,1963,7,15,1963.583,1291,128.2439,-0.6303984
19630716,1963,7,16,1963.583,1292,128.1527,-0.0710669
19630717,1963,7,17,1963.583,1293,127.7481,-0.3157269
19630718,1963,7,18,1963.583,1294,127.009,-0.5786009
19630719,1963,7,19,1963.583,1295,126.7802,-0.1801358
19630722,1963,7,22,1963.583,1298,125.9207,-0.6779595
19630723,1963,7,23,1963.583,1299,125.9364,0.0124604
19630724,1963,7,24,1963.583,1300,126.5944,0.5224921
19630725,1963,7,25,1963.583,1301,126.5323,-0.0490087
19630726,1963,7,26,1963.583,1302,127.0422,0.4029497
19630729,1963,7,29,1963.583,1305,127.3004,0.2032287
19630730,1963,7,30,1963.583,1306,128.4249,0.8833767
19630731,1963,7,31,1963.583,1307,128.2774,-0.1148893
19630801,1963,8,1,1963.667,1308,128.1726,-0.0816942
19630802,1963,8,2,1963.667,1309,128.5786,0.3167656
19630805,1963,8,5,1963.667,1312,129.3515,0.6011262
19630806,1963,8,6,1963.667,1313,130.2566,0.6997273
19630807,1963,8,7,1963.667,1314,129.9515,-0.2342202
19630808,1963,8,8,1963.667,1315,130.1221,0.1312383
19630809,1963,8,9,1963.667,1316,130.9933,0.6695226
19630812,1963,8,12,1963.667,1319,131.278,0.2173485
19630813,1963,8,13,1963.667,1320,131.6672,0.2964762
19630814,1963,8,14,1963.667,1321,132.1415,0.3602286
19630815,1963,8,15,1963.667,1322,132.7501,0.4606123
19630816,1963,8,16,1963.667,1323,132.9784,0.1719214
19630819,1963,8,19,1963.667,1326,132.8953,-0.0624709
19630820,1963,8,20,1963.667,1327,132.7944,-0.0759099
19630821,1963,8,21,1963.667,1328,132.5978,-0.1480699
19630822,1963,8,22,1963.667,1329,133.0933,0.3736946
19630823,1963,8,23,1963.667,1330,133.5778,0.3640049
19630826,1963,8,26,1963.667,1333,133.8598,0.2111211
19630827,1963,8,27,1963.667,1334,133.2578,-0.4497018
19630828,1963,8,28,1963.667,1335,134.2616,0.7532686
19630829,1963,8,29,1963.667,1336,134.5138,0.1878124
19630830,1963,8,30,1963.667,1337,135.1805,0.4956998
19630903,1963,9,3,1963.75,1341,135.4794,0.2210859
19630904,1963,9,4,1963.75,1342,135.4288,-0.0373151
19630905,1963,9,5,1963.75,1343,136.1213,0.5113247
19630906,1963,9,6,1963.75,1344,135.8102,-0.2285986
19630909,1963,9,9,1963.75,1347,135.3725,-0.3222289
19630910,1963,9,10,1963.75,1348,136.1684,0.587914
19630911,1963,9,11,1963.75,1349,136.5735,0.2975146
19630912,1963,9,12,1963.75,1350,136.4769,-0.0707607
19630913,1963,9,13,1963.75,1351,136.4823,0.00394
19630916,1963,9,16,1963.75,1354,136.2845,-0.1448778
19630917,1963,9,17,1963.75,1355,136.4011,0.0855755
19630918,1963,9,18,1963.75,1356,135.8233,-0.4236425
19630919,1963,9,19,1963.75,1357,136.6368,0.5989293
19630920,1963,9,20,1963.75,1358,136.7764,0.1021831
19630923,1963,9,23,1963.75,1361,136.1545,-0.4546617
19630924,1963,9,24,1963.75,1362,136.7837,0.462075
19630925,1963,9,25,1963.75,1363,136.0395,-0.544074
19630926,1963,9,26,1963.75,1364,134.8642,-0.8639051
19630927,1963,9,27,1963.75,1365,134.5865,-0.2059075
19630930,1963,9,30,1963.75,1368,133.7591,-0.6147777
19631001,1963,10,1,1963.833,1369,134.7726,0.7576577
19631002,1963,10,2,1963.833,1370,134.9318,0.1181518
19631003,1963,10,3,1963.833,1371,135.9164,0.7296946
19631004,1963,10,4,1963.833,1372,135.9593,0.0316069
19631007,1963,10,7,1963.833,1375,135.677,-0.2076767
19631008,1963,10,8,1963.833,1376,135.5024,-0.1286484
19631009,1963,10,9,1963.833,1377,134.7133,-0.5823887
19631010,1963,10,10,1963.833,1378,134.8164,0.0765304
19631011,1963,10,11,1963.833,1379,134.9538,0.1019353
19631014,1963,10,14,1963.833,1382,135.0398,0.063729
19631015,1963,10,15,1963.833,1383,135.2468,0.1532871
19631016,1963,10,16,1963.833,1384,136.587,0.9909082
19631017,1963,10,17,1963.833,1385,136.8638,0.2026828
19631018,1963,10,18,1963.833,1386,136.9851,0.0886213
19631021,1963,10,21,1963.833,1389,137.0952,0.0803699
19631022,1963,10,22,1963.833,1390,136.3181,-0.5668405
19631023,1963,10,23,1963.833,1391,136.3973,0.0581336
19631024,1963,10,24,1963.833,1392,136.9309,0.3911876
19631025,1963,10,25,1963.833,1393,138.3149,1.010758
19631028,1963,10,28,1963.833,1396,139.1973,0.6379278
19631029,1963,10,29,1963.833,1397,139.2457,0.0348072
19631030,1963,10,30,1963.833,1398,138.0372,-0.8678885
19631031,1963,10,31,1963.833,1399,138.4406,0.2921841
19631101,1963,11,1,1963.917,1400,138.1184,-0.2327081
19631104,1963,11,4,1963.917,1403,137.4904,-0.4546965
19631106,1963,11,6,1963.917,1405,136.3856,-0.8035282
19631107,1963,11,7,1963.917,1406,136.8635,0.3504145
19631108,1963,11,8,1963.917,1407,137.6641,0.5849264
19631111,1963,11,11,1963.917,1410,137.9793,0.228951
19631112,1963,11,12,1963.917,1411,137.4577,-0.3780371
19631113,1963,11,13,1963.917,1412,137.5801,0.0890723
19631114,1963,11,14,1963.917,1413,136.9414,-0.4642136
19631115,1963,11,15,1963.917,1414,135.8459,-0.8000181
19631118,1963,11,18,1963.917,1417,134.8828,-0.7089638
19631119,1963,11,19,1963.917,1418,135.0316,0.1103314
19631120,1963,11,20,1963.917,1419,136.3283,0.9602795
19631121,1963,11,21,1963.917,1420,134.5463,-1.307134
19631122,1963,11,22,1963.917,1421,130.6166,-2.920673
19631126,1963,11,26,1963.917,1425,136.2182,4.288569
19631127,1963,11,27,1963.917,1426,135.9708,-0.1815924
19631129,1963,11,29,1963.917,1428,137.8154,1.356591
19631202,1963,12,2,1964,1431,138.6281,0.5897034
19631203,1963,12,3,1964,1432,138.5756,-0.0378484
19631204,1963,12,4,1964,1433,138.9358,0.2598775
19631205,1963,12,5,1964,1434,139.85,0.6580007
19631206,1963,12,6,1964,1435,139.3477,-0.3591558
19631209,1963,12,9,1964,1438,139.2813,-0.0476514
19631210,1963,12,10,1964,1439,139.3899,0.0779563
19631211,1963,12,11,1964,1440,139.2164,-0.1244648
19631212,1963,12,12,1964,1441,139.2567,0.0289881
19631213,1963,12,13,1964,1442,139.5171,0.1869723
19631216,1963,12,16,1964,1445,139.9948,0.3424058
19631217,1963,12,17,1964,1446,140.8318,0.5978404
19631218,1963,12,18,1964,1447,140.6419,-0.1347913
19631219,1963,12,19,1964,1448,140.2191,-0.3006608
19631220,1963,12,20,1964,1449,140,-0.1562813
19631223,1963,12,23,1964,1452,139.128,-0.6228121
19631224,1963,12,24,1964,1453,139.4266,0.2146064
19631226,1963,12,26,1964,1455,140.094,0.47867
19631227,1963,12,27,1964,1456,140.3321,0.1699551
19631230,1963,12,30,1964,1459,140.5796,0.1764035
19631231,1963,12,31,1964,1460,141.4174,0.5959351
19640102,1964,1,2,1964.083,1462,142.1948,0.5497287
19640103,1964,1,3,1964.083,1463,142.3614,0.1171379
19640106,1964,1,6,1964.083,1466,142.6779,0.2223333
19640107,1964,1,7,1964.083,1467,142.7041,0.0183679
19640108,1964,1,8,1964.083,1468,143.2684,0.3954445
19640109,1964,1,9,1964.083,1469,143.7875,0.3623488
19640110,1964,1,10,1964.083,1470,143.7303,-0.0398282
19640113,1964,1,13,1964.083,1473,143.6239,-0.0739743
19640114,1964,1,14,1964.083,1474,143.9434,0.222414
19640115,1964,1,15,1964.083,1475,144.4521,0.3534422
19640116,1964,1,16,1964.083,1476,144.3046,-0.1021157
19640117,1964,1,17,1964.083,1477,144.3152,0.00733
19640120,1964,1,20,1964.083,1480,144.0732,-0.1677202
19640121,1964,1,21,1964.083,1481,144.5349,0.3204852
19640122,1964,1,22,1964.083,1482,145.2701,0.5086634
19640123,1964,1,23,1964.083,1483,145.3977,0.0878507
19640124,1964,1,24,1964.083,1484,145.4501,0.0360395
19640127,1964,1,27,1964.083,1487,145.3786,-0.049147
19640128,1964,1,28,1964.083,1488,145.4392,0.0416856
19640129,1964,1,29,1964.083,1489,144.5597,-0.6047339
19640130,1964,1,30,1964.083,1490,144.6738,0.0789275
19640131,1964,1,31,1964.083,1491,145.3522,0.4689436
19640203,1964,2,3,1964.167,1494,145.2666,-0.0589358
19640204,1964,2,4,1964.167,1495,145.1463,-0.0828097
19640205,1964,2,5,1964.167,1496,145.0327,-0.0782329
19640206,1964,2,6,1964.167,1497,145.3889,0.2455815
19640207,1964,2,7,1964.167,1498,145.9587,0.3919392
19640210,1964,2,10,1964.167,1501,145.7419,-0.1485615
19640211,1964,2,11,1964.167,1502,146.3041,0.385751
19640212,1964,2,12,1964.167,1503,146.7599,0.3115765
19640213,1964,2,13,1964.167,1504,146.9612,0.1371579
19640214,1964,2,14,1964.167,1505,146.842,-0.0811068
19640217,1964,2,17,1964.167,1508,146.8709,0.0196509
19640218,1964,2,18,1964.167,1509,146.916,0.0307404
19640219,1964,2,19,1964.167,1510,147.0884,0.1172865
19640220,1964,2,20,1964.167,1511,147.2485,0.1088763
19640224,1964,2,24,1964.167,1515,147.4098,0.10952
19640225,1964,2,25,1964.167,1516,147.501,0.06191
19640226,1964,2,26,1964.167,1517,147.9112,0.2781062
19640227,1964,2,27,1964.167,1518,147.4518,-0.3106446
19640228,1964,2,28,1964.167,1519,147.8002,0.2362926
19640302,1964,3,2,1964.25,1522,148.1484,0.2355914
19640303,1964,3,3,1964.25,1523,148.6363,0.3293364
19640304,1964,3,4,1964.25,1524,148.3604,-0.1856426
19640305,1964,3,5,1964.25,1525,148.377,0.0111864
19640306,1964,3,6,1964.25,1526,148.8669,0.3301901
19640309,1964,3,9,1964.25,1529,148.9017,0.0233762
19640310,1964,3,10,1964.25,1530,149.4428,0.3633694
19640311,1964,3,11,1964.25,1531,150.1481,0.4719928
19640312,1964,3,12,1964.25,1532,150.4078,0.1729226
19640313,1964,3,13,1964.25,1533,150.5351,0.084652
19640316,1964,3,16,1964.25,1536,150.576,0.0272066
19640317,1964,3,17,1964.25,1537,150.9394,0.2413027
19640318,1964,3,18,1964.25,1538,151.0828,0.0950288
19640319,1964,3,19,1964.25,1539,150.9103,-0.1141889
19640320,1964,3,20,1964.25,1540,150.1859,-0.4800148
19640323,1964,3,23,1964.25,1543,150.2197,0.0224951
19640324,1964,3,24,1964.25,1544,149.9417,-0.1850446
19640325,1964,3,25,1964.25,1545,150.3203,0.2524929
19640326,1964,3,26,1964.25,1546,150.756,0.2898229
19640330,1964,3,30,1964.25,1550,150.6487,-0.0711629
19640331,1964,3,31,1964.25,1551,150.3586,-0.1925537
19640401,1964,4,1,1964.333,1552,150.8779,0.3453577
19640402,1964,4,2,1964.333,1553,151.765,0.5879857
19640403,1964,4,3,1964.333,1554,152.2075,0.2915724
19640406,1964,4,6,1964.333,1557,152.3067,0.0651338
19640407,1964,4,7,1964.333,1558,151.7507,-0.3650181
19640408,1964,4,8,1964.333,1559,151.7559,0.0034
19640409,1964,4,9,1964.333,1560,151.6859,-0.0461049
19640410,1964,4,10,1964.333,1561,151.9995,0.2067123
19640413,1964,4,13,1964.333,1564,151.8457,-0.1011605
19640414,1964,4,14,1964.333,1565,152.2836,0.2883711
19640415,1964,4,15,1964.333,1566,152.5053,0.1456179
19640416,1964,4,16,1964.333,1567,152.6925,0.1227479
19640417,1964,4,17,1964.333,1568,153.3674,0.4420124
19640420,1964,4,20,1964.333,1571,153.2796,-0.0572537
19640421,1964,4,21,1964.333,1572,153.3746,0.0619698
19640422,1964,4,22,1964.333,1573,153.2897,-0.0553711
19640423,1964,4,23,1964.333,1574,153.0112,-0.181642
19640424,1964,4,24,1964.333,1575,151.8063,-0.7874994
19640427,1964,4,27,1964.333,1578,151.0359,-0.5074728
19640428,1964,4,28,1964.333,1579,152.1036,0.7068963
19640429,1964,4,29,1964.333,1580,151.5984,-0.3321312
19640430,1964,4,30,1964.333,1581,151.2858,-0.2062147
19640501,1964,5,1,1964.417,1582,152.6169,0.8798384
19640504,1964,5,4,1964.417,1585,153.2874,0.4393445
19640505,1964,5,5,1964.417,1586,154.1324,0.5512757
19640506,1964,5,6,1964.417,1587,154.5715,0.2848638
19640507,1964,5,7,1964.417,1588,154.7355,0.1060931
19640508,1964,5,8,1964.417,1589,154.4434,-0.1887382
19640511,1964,5,11,1964.417,1592,154.4091,-0.0222125
