caldt,year,month,day,ym,date,index,ri
19870930,1987,9,30,1987.75,10134,1579.529,0.0467711
19871001,1987,10,1,1987.833,10135,1606.961,1.73672
19871002,1987,10,2,1987.833,10136,1610.598,0.2263574
19871005,1987,10,5,1987.833,10139,1610.938,0.0211206
19871006,1987,10,6,1987.833,10140,1568.285,-2.647744
19871007,1987,10,7,1987.833,10141,1564.278,-0.2554653
19871008,1987,10,8,1987.833,10142,1541.527,-1.454452
19871009,1987,10,9,1987.833,10143,1527,-0.9423774
19871012,1987,10,12,1987.833,10146,1518.63,-0.5480894
19871013,1987,10,13,1987.833,10147,1543.847,1.660489
19871014,1987,10,14,1987.833,10148,1500.545,-2.80484
19871015,1987,10,15,1987.833,10149,1462.574,-2.530474
19871016,1987,10,16,1987.833,10150,1386.811,-5.180121
19871019,1987,10,19,1987.833,10153,1115.48,-19.56505
19871020,1987,10,20,1987.833,10154,1163.632,4.316707
19871021,1987,10,21,1987.833,10155,1266.727,8.859732
19871022,1987,10,22,1987.833,10156,1216.932,-3.931005
19871023,1987,10,23,1987.833,10157,1215.627,-0.1072501
19871026,1987,10,26,1987.833,10160,1114.224,-8.341573
19871027,1987,10,27,1987.833,10161,1141.06,2.408436
19871028,1987,10,28,1987.833,10162,1143.619,0.2243149
19871029,1987,10,29,1987.833,10163,1199.511,4.887293
19871030,1987,10,30,1987.833,10164,1236.322,3.068804
19871102,1987,11,2,1987.917,10167,1254.489,1.469431
19871103,1987,11,3,1987.917,10168,1230.577,-1.906109
19871104,1987,11,4,1987.917,10169,1222.109,-0.6881027
19871105,1987,11,5,1987.917,10170,1250.97,2.361569
19871106,1987,11,6,1987.917,10171,1230.764,-1.61521
19871109,1987,11,9,1987.917,10174,1196.192,-2.809044
19871110,1987,11,10,1987.917,10175,1174.908,-1.779322
19871111,1987,11,11,1987.917,10176,1189.347,1.228973
19871112,1987,11,12,1987.917,10177,1221.935,2.740007
19871113,1987,11,13,1987.917,10178,1208.717,-1.081697
19871116,1987,11,16,1987.917,10181,1213.94,0.4320922
19871117,1987,11,17,1987.917,10182,1195.421,-1.525522
19871118,1987,11,18,1987.917,10183,1207.983,1.050797
19871119,1987,11,19,1987.917,10184,1180.469,-2.277688
19871120,1987,11,20,1987.917,10185,1191.067,0.8977693
19871123,1987,11,23,1987.917,10188,1195.56,0.3772997
19871124,1987,11,24,1987.917,10189,1212.999,1.45862
19871125,1987,11,25,1987.917,10190,1201.999,-0.9068934
19871127,1987,11,27,1987.917,10192,1183.851,-1.509802
19871130,1987,11,30,1987.917,10195,1134.121,-4.200663
19871201,1987,12,1,1988,10196,1142.723,0.7584469
19871202,1987,12,2,1988,10197,1149.381,0.5826741
19871203,1987,12,3,1988,10198,1108.807,-3.530074
19871204,1987,12,4,1988,10199,1102.497,-0.5690617
19871207,1987,12,7,1988,10202,1126.811,2.205339
19871208,1987,12,8,1988,10203,1157.388,2.713602
19871209,1987,12,9,1988,10204,1177.388,1.728026
19871210,1987,12,10,1988,10205,1151.491,-2.199556
19871211,1987,12,11,1988,10206,1159.446,0.6908129
19871214,1987,12,14,1988,10209,1194.813,3.050416
19871215,1987,12,15,1988,10210,1198.078,0.2732401
19871216,1987,12,16,1988,10211,1223.598,2.130064
19871217,1987,12,17,1988,10212,1199.492,-1.970104
19871218,1987,12,18,1988,10213,1228.535,2.421277
19871221,1987,12,21,1988,10216,1231.714,0.2588121
19871222,1987,12,22,1988,10217,1233.227,0.1227962
19871223,1987,12,23,1988,10218,1248.265,1.219394
19871224,1987,12,24,1988,10219,1244.104,-0.3333125
19871228,1987,12,28,1988,10223,1212.063,-2.575425
19871229,1987,12,29,1988,10224,1207.862,-0.3466011
19871230,1987,12,30,1988,10225,1223.56,1.299677
19871231,1987,12,31,1988,10226,1218.42,-0.4200893
19880104,1988,1,4,1988.083,10230,1264.165,3.754451
19880105,1988,1,5,1988.083,10231,1277.804,1.07892
19880106,1988,1,6,1988.083,10232,1279.434,0.1275169
19880107,1988,1,7,1988.083,10233,1290.354,0.8535661
19880108,1988,1,8,1988.083,10234,1203.315,-6.745389
19880111,1988,1,11,1988.083,10237,1222.381,1.584439
19880112,1988,1,12,1988.083,10238,1212.526,-0.8062373
19880113,1988,1,13,1988.083,10239,1214.594,0.1705741
19880114,1988,1,14,1988.083,10240,1214.792,0.0163338
19880115,1988,1,15,1988.083,10241,1246.355,2.598244
19880118,1988,1,18,1988.083,10244,1245.152,-0.0965843
19880119,1988,1,19,1988.083,10245,1232.784,-0.9932538
19880120,1988,1,20,1988.083,10246,1199.456,-2.703501
19880121,1988,1,21,1988.083,10247,1201.747,0.1910151
19880122,1988,1,22,1988.083,10248,1218.212,1.370065
19880125,1988,1,25,1988.083,10251,1246.896,2.354679
19880126,1988,1,26,1988.083,10252,1234.828,-0.9678824
19880127,1988,1,27,1988.083,10253,1233.727,-0.0892028
19880128,1988,1,28,1988.083,10254,1252.658,1.534482
19880129,1988,1,29,1988.083,10255,1270.905,1.45664
19880201,1988,2,1,1988.167,10258,1262.118,-0.6913395
19880202,1988,2,2,1988.167,10259,1265.186,0.2430217
19880203,1988,2,3,1988.167,10260,1248.278,-1.336337
19880204,1988,2,4,1988.167,10261,1249.543,0.1012836
19880205,1988,2,5,1988.167,10262,1244.599,-0.3956131
19880208,1988,2,8,1988.167,10265,1235.287,-0.7482441
19880209,1988,2,9,1988.167,10266,1249.428,1.144806
19880210,1988,2,10,1988.167,10267,1273.971,1.964297
19880211,1988,2,11,1988.167,10268,1270.342,-0.2848315
19880212,1988,2,12,1988.167,10269,1278.497,0.6419462
19880216,1988,2,16,1988.167,10273,1290.852,0.966391
19880217,1988,2,17,1988.167,10274,1286.986,-0.2995029
19880218,1988,2,18,1988.167,10275,1280.623,-0.4944615
19880219,1988,2,19,1988.167,10276,1299.23,1.452984
19880222,1988,2,22,1988.167,10279,1319.319,1.546208
19880223,1988,2,23,1988.167,10280,1316.781,-0.1923491
19880224,1988,2,24,1988.167,10281,1314.687,-0.1590362
19880225,1988,2,25,1988.167,10282,1300.102,-1.109345
19880226,1988,2,26,1988.167,10283,1304.578,0.3442474
19880229,1988,2,29,1988.167,10286,1331.879,2.092671
19880301,1988,3,1,1988.25,10287,1329.047,-0.212571
19880302,1988,3,2,1988.25,10288,1333.499,0.3349123
19880303,1988,3,3,1988.25,10289,1333.082,-0.0312225
19880304,1988,3,4,1988.25,10290,1330.111,-0.2228908
19880307,1988,3,7,1988.25,10293,1331.468,0.1019943
19880308,1988,3,8,1988.25,10294,1341.328,0.7405925
19880309,1988,3,9,1988.25,10295,1340.204,-0.0837811
19880310,1988,3,10,1988.25,10296,1314.053,-1.951323
19880311,1988,3,11,1988.25,10297,1318.669,0.3512787
19880314,1988,3,14,1988.25,10300,1325.856,0.5450403
19880315,1988,3,15,1988.25,10301,1324.71,-0.0864545
19880316,1988,3,16,1988.25,10302,1337.221,0.9444568
19880317,1988,3,17,1988.25,10303,1350.256,0.9748113
19880318,1988,3,18,1988.25,10304,1350.046,-0.0155568
19880321,1988,3,21,1988.25,10307,1338.368,-0.8650594
19880322,1988,3,22,1988.25,10308,1338.678,0.0231957
19880323,1988,3,23,1988.25,10309,1339.206,0.0394488
19880324,1988,3,24,1988.25,10310,1311.383,-2.077609
19880325,1988,3,25,1988.25,10311,1288.089,-1.776294
19880328,1988,3,28,1988.25,10314,1285.881,-0.1713746
19880329,1988,3,29,1988.25,10315,1295.8,0.7713255
19880330,1988,3,30,1988.25,10316,1286.174,-0.7428212
19880331,1988,3,31,1988.25,10317,1290.484,0.3351364
19880404,1988,4,4,1988.333,10321,1277.051,-1.040957
19880405,1988,4,5,1988.333,10322,1288.553,0.900654
19880406,1988,4,6,1988.333,10323,1324.035,2.753596
19880407,1988,4,7,1988.333,10324,1326.987,0.2229781
19880408,1988,4,8,1988.333,10325,1343.376,1.235046
19880411,1988,4,11,1988.333,10328,1347.257,0.2889503
19880412,1988,4,12,1988.333,10329,1353.87,0.4907987
19880413,1988,4,13,1988.333,10330,1354.502,0.0467231
19880414,1988,4,14,1988.333,10331,1296.096,-4.311994
19880415,1988,4,15,1988.333,10332,1295.385,-0.0548894
19880418,1988,4,18,1988.333,10335,1292.262,-0.2410696
19880419,1988,4,19,1988.333,10336,1286.529,-0.4436437
19880420,1988,4,20,1988.333,10337,1278.049,-0.6591662
19880421,1988,4,21,1988.333,10338,1278.817,0.0601296
19880422,1988,4,22,1988.333,10339,1297.479,1.459322
19880425,1988,4,25,1988.333,10342,1309.527,0.9285272
19880426,1988,4,26,1988.333,10343,1317.895,0.6390586
19880427,1988,4,27,1988.333,10344,1317.336,-0.0424427
19880428,1988,4,28,1988.333,10345,1310.623,-0.5095847
19880429,1988,4,29,1988.333,10346,1304.382,-0.4762067
19880502,1988,5,2,1988.417,10349,1306.073,0.12965
19880503,1988,5,3,1988.417,10350,1314.034,0.6095657
19880504,1988,5,4,1988.417,10351,1301.051,-0.9880667
19880505,1988,5,5,1988.417,10352,1293.396,-0.5883846
19880506,1988,5,6,1988.417,10353,1287.363,-0.4664533
19880509,1988,5,9,1988.417,10356,1283.477,-0.3018479
19880510,1988,5,10,1988.417,10357,1288.971,0.4280761
19880511,1988,5,11,1988.417,10358,1267.848,-1.638743
19880512,1988,5,12,1988.417,10359,1270.952,0.2448159
19880513,1988,5,13,1988.417,10360,1285.027,1.107408
19880516,1988,5,16,1988.417,10363,1295.465,0.812305
19880517,1988,5,17,1988.417,10364,1280.039,-1.190779
19880518,1988,5,18,1988.417,10365,1259.527,-1.602466
19880519,1988,5,19,1988.417,10366,1265.872,0.503826
19880520,1988,5,20,1988.417,10367,1268.053,0.1722755
19880523,1988,5,23,1988.417,10370,1257.63,-0.8219426
19880524,1988,5,24,1988.417,10371,1271.022,1.064838
19880525,1988,5,25,1988.417,10372,1272.881,0.1462691
19880526,1988,5,26,1988.417,10373,1277.295,0.3467516
19880527,1988,5,27,1988.417,10374,1271.679,-0.4396586
19880531,1988,5,31,1988.417,10378,1315.14,3.4176
19880601,1988,6,1,1988.5,10379,1338.822,1.800722
19880602,1988,6,2,1988.5,10380,1332.173,-0.4966425
19880603,1988,6,3,1988.5,10381,1337.888,0.428965
19880606,1988,6,6,1988.5,10384,1341.566,0.2749159
19880607,1988,6,7,1988.5,10385,1332.443,-0.6799964
19880608,1988,6,8,1988.5,10386,1364.225,2.385224
19880609,1988,6,9,1988.5,10387,1359.072,-0.3777141
19880610,1988,6,10,1988.5,10388,1363.757,0.3447095
19880613,1988,6,13,1988.5,10391,1364.915,0.0849094
19880614,1988,6,14,1988.5,10392,1379.38,1.059812
19880615,1988,6,15,1988.5,10393,1380.309,0.067302
19880616,1988,6,16,1988.5,10394,1357.475,-1.654276
19880617,1988,6,17,1988.5,10395,1361.474,0.2946507
19880620,1988,6,20,1988.5,10398,1352.977,-0.6241214
19880621,1988,6,21,1988.5,10399,1366.986,1.035385
19880622,1988,6,22,1988.5,10400,1386.946,1.460136
19880623,1988,6,23,1988.5,10401,1383.227,-0.2681259
19880624,1988,6,24,1988.5,10402,1378.87,-0.3149439
19880627,1988,6,27,1988.5,10405,1355.659,-1.683357
19880628,1988,6,28,1988.5,10406,1372.061,1.209883
19880629,1988,6,29,1988.5,10407,1365.778,-0.4578921
19880630,1988,6,30,1988.5,10408,1378.072,0.9001036
19880701,1988,7,1,1988.583,10409,1370.22,-0.5697974
19880705,1988,7,5,1988.583,10413,1390.995,1.516241
19880706,1988,7,6,1988.583,10414,1370.588,-1.467085
19880707,1988,7,7,1988.583,10415,1370.343,-0.017881
19880708,1988,7,8,1988.583,10416,1361.704,-0.6304745
19880711,1988,7,11,1988.583,10419,1364.35,0.1943502
19880712,1988,7,12,1988.583,10420,1351.715,-0.9260881
19880713,1988,7,13,1988.583,10421,1358.183,0.4785397
19880714,1988,7,14,1988.583,10422,1362.91,0.3480343
19880715,1988,7,15,1988.583,10423,1371.462,0.6274287
19880718,1988,7,18,1988.583,10426,1364.252,-0.5256563
19880719,1988,7,19,1988.583,10427,1353.591,-0.7814702
19880720,1988,7,20,1988.583,10428,1361.437,0.5796115
19880721,1988,7,21,1988.583,10429,1344.632,-1.234363
19880722,1988,7,22,1988.583,10430,1328.423,-1.205405
19880725,1988,7,25,1988.583,10433,1334.696,0.4721524
19880726,1988,7,26,1988.583,10434,1337.609,0.2182968
19880727,1988,7,27,1988.583,10435,1324.221,-1.000903
19880728,1988,7,28,1988.583,10436,1342.188,1.356794
19880729,1988,7,29,1988.583,10437,1371.99,2.220379
19880801,1988,8,1,1988.667,10440,1374.205,0.1614915
19880802,1988,8,2,1988.667,10441,1373.84,-0.0265815
19880803,1988,8,3,1988.667,10442,1378.885,0.3672019
19880804,1988,8,4,1988.667,10443,1374.564,-0.31335
19880805,1988,8,5,1988.667,10444,1370.457,-0.2987753
19880808,1988,8,8,1988.667,10447,1365.007,-0.3976898
19880809,1988,8,9,1988.667,10448,1348.574,-1.203908
19880810,1988,8,10,1988.667,10449,1324.907,-1.754971
19880811,1988,8,11,1988.667,10450,1329.543,0.3499207
19880812,1988,8,12,1988.667,10451,1328.364,-0.0886792
19880815,1988,8,15,1988.667,10454,1309.926,-1.387988
19880816,1988,8,16,1988.667,10455,1319.386,0.7221377
19880817,1988,8,17,1988.667,10456,1320.958,0.1191945
19880818,1988,8,18,1988.667,10457,1322.56,0.1212731
19880819,1988,8,19,1988.667,10458,1319.068,-0.2640174
19880822,1988,8,22,1988.667,10461,1302.126,-1.284431
19880823,1988,8,23,1988.667,10462,1302.568,0.033974
19880824,1988,8,24,1988.667,10463,1323.072,1.574113
19880825,1988,8,25,1988.667,10464,1313.636,-0.7132274
19880826,1988,8,26,1988.667,10465,1316.019,0.1814125
19880829,1988,8,29,1988.667,10468,1330.472,1.098264
19880830,1988,8,30,1988.667,10469,1331.79,0.0990802
19880831,1988,8,31,1988.667,10470,1326.89,-0.3679482
19880901,1988,9,1,1988.75,10471,1310.847,-1.209067
19880902,1988,9,2,1988.75,10472,1341.778,2.359634
19880906,1988,9,6,1988.75,10476,1348.233,0.481083
19880907,1988,9,7,1988.75,10477,1349.412,0.0874201
19880908,1988,9,8,1988.75,10478,1349.628,0.0159857
19880909,1988,9,9,1988.75,10479,1355.38,0.4262503
19880912,1988,9,12,1988.75,10482,1353.955,-0.105176
19880913,1988,9,13,1988.75,10483,1358.257,0.3177235
19880914,1988,9,14,1988.75,10484,1367.492,0.6799168
19880915,1988,9,15,1988.75,10485,1361.673,-0.4255214
19880916,1988,9,16,1988.75,10486,1373.941,0.9009825
19880919,1988,9,19,1988.75,10489,1365.719,-0.5984232
19880920,1988,9,20,1988.75,10490,1370.536,0.3526966
19880921,1988,9,21,1988.75,10491,1373.433,0.2113624
19880922,1988,9,22,1988.75,10492,1368.123,-0.3866317
19880923,1988,9,23,1988.75,10493,1371.93,0.2783058
19880926,1988,9,26,1988.75,10496,1367.737,-0.3056341
19880927,1988,9,27,1988.75,10497,1364.202,-0.2584919
19880928,1988,9,28,1988.75,10498,1369.246,0.3697619
19880929,1988,9,29,1988.75,10499,1387.013,1.297538
19880930,1988,9,30,1988.75,10500,1383.95,-0.2208271
19881003,1988,10,3,1988.833,10503,1381.613,-0.1688141
19881004,1988,10,4,1988.833,10504,1378.121,-0.2527755
19881005,1988,10,5,1988.833,10505,1384.266,0.4458692
19881006,1988,10,6,1988.833,10506,1386.922,0.1919168
19881007,1988,10,7,1988.833,10507,1415.742,2.077938
19881010,1988,10,10,1988.833,10510,1417.071,0.0939181
19881011,1988,10,11,1988.833,10511,1415.597,-0.1040568
19881012,1988,10,12,1988.833,10512,1395.147,-1.444613
19881013,1988,10,13,1988.833,10513,1401.045,0.4227628
19881014,1988,10,14,1988.833,10514,1403.184,0.1526882
19881017,1988,10,17,1988.833,10517,1407.252,0.2898815
19881018,1988,10,18,1988.833,10518,1422.44,1.079316
19881019,1988,10,19,1988.833,10519,1410.182,-0.86175
19881020,1988,10,20,1988.833,10520,1440.24,2.131457
19881021,1988,10,21,1988.833,10521,1444.126,0.2698412
19881024,1988,10,24,1988.833,10524,1438.395,-0.3968814
19881025,1988,10,25,1988.833,10525,1438.78,0.0267877
19881026,1988,10,26,1988.833,10526,1433.888,-0.3400381
19881027,1988,10,27,1988.833,10527,1413.488,-1.42266
19881028,1988,10,28,1988.833,10528,1419.046,0.3931969
19881031,1988,10,31,1988.833,10531,1421.584,0.1788449
19881101,1988,11,1,1988.917,10532,1423.389,0.1269568
19881102,1988,11,2,1988.917,10533,1423.559,0.0119824
19881103,1988,11,3,1988.917,10534,1424.369,0.0568929
19881104,1988,11,4,1988.917,10535,1411.245,-0.921404
19881107,1988,11,7,1988.917,10538,1399.48,-0.8336862
19881108,1988,11,8,1988.917,10539,1405.377,0.4214256
19881109,1988,11,9,1988.917,10540,1397.02,-0.5946547
19881110,1988,11,10,1988.917,10541,1398.752,0.1239768
19881111,1988,11,11,1988.917,10542,1369.322,-2.104054
19881114,1988,11,14,1988.917,10545,1368.38,-0.0687335
19881115,1988,11,15,1988.917,10546,1371.856,0.254002
19881116,1988,11,16,1988.917,10547,1348.344,-1.713929
19881117,1988,11,17,1988.917,10548,1352.123,0.2802781
19881118,1988,11,18,1988.917,10549,1362.381,0.7587001
19881121,1988,11,21,1988.917,10552,1361.198,-0.0868098
19881122,1988,11,22,1988.917,10553,1366.561,0.3939318
19881123,1988,11,23,1988.917,10554,1376.253,0.7092395
19881125,1988,11,25,1988.917,10556,1366.984,-0.6734652
19881128,1988,11,28,1988.917,10559,1374.483,0.548561
19881129,1988,11,29,1988.917,10560,1387.221,0.9267582
19881130,1988,11,30,1988.917,10561,1400.978,0.991709
19881201,1988,12,1,1989,10562,1395.77,-0.3717848
19881202,1988,12,2,1989,10563,1392.288,-0.2494747
19881205,1988,12,5,1989,10566,1407.972,1.126544
19881206,1988,12,6,1989,10567,1422.898,1.060067
19881207,1988,12,7,1989,10568,1425.095,0.1544468
19881208,1988,12,8,1989,10569,1417.621,-0.5244961
19881209,1988,12,9,1989,10570,1420.144,0.1780048
19881212,1988,12,12,1989,10573,1417.927,-0.1561145
19881213,1988,12,13,1989,10574,1416.531,-0.098485
19881214,1988,12,14,1989,10575,1411.367,-0.3645254
19881215,1988,12,15,1989,10576,1406.352,-0.3553072
19881216,1988,12,16,1989,10577,1416.088,0.6922612
19881219,1988,12,19,1989,10580,1429.599,0.9541326
19881220,1988,12,20,1989,10581,1423.257,-0.443656
19881221,1988,12,21,1989,10582,1422.744,-0.0360451
19881222,1988,12,22,1989,10583,1420.558,-0.1536463
19881223,1988,12,23,1989,10584,1426.467,0.4159614
19881227,1988,12,27,1989,10588,1421.579,-0.3426159
19881228,1988,12,28,1989,10589,1423.074,0.1051516
19881229,1988,12,29,1989,10590,1434.582,0.8086373
19881230,1988,12,30,1989,10591,1426.997,-0.5287165
19890103,1989,1,3,1989.083,10595,1414.035,-0.9083439
19890104,1989,1,4,1989.083,10596,1435.355,1.507776
19890105,1989,1,5,1989.083,10597,1438.567,0.2237375
19890106,1989,1,6,1989.083,10598,1442.13,0.2476801
19890109,1989,1,9,1989.083,10601,1443.743,0.1118315
19890110,1989,1,10,1989.083,10602,1440.595,-0.2180432
19890111,1989,1,11,1989.083,10603,1449.233,0.5996478
19890112,1989,1,12,1989.083,10604,1455.242,0.4145965
19890113,1989,1,13,1989.083,10605,1458.306,0.2105468
19890116,1989,1,16,1989.083,10608,1460.148,0.1263422
19890117,1989,1,17,1989.083,10609,1457.591,-0.175083
19890118,1989,1,18,1989.083,10610,1472.757,1.040484
19890119,1989,1,19,1989.083,10611,1474.2,0.0979495
19890120,1989,1,20,1989.083,10612,1472.855,-0.0912156
19890123,1989,1,23,1989.083,10615,1462.975,-0.6707862
19890124,1989,1,24,1989.083,10616,1482.524,1.336205
19890125,1989,1,25,1989.083,10617,1486.608,0.2754995
19890126,1989,1,26,1989.083,10618,1500.375,0.9260843
19890127,1989,1,27,1989.083,10619,1511.313,0.728972
19890130,1989,1,30,1989.083,10622,1517.303,0.3963415
19890131,1989,1,31,1989.083,10623,1531.002,0.9028557
19890201,1989,2,1,1989.167,10624,1529.709,-0.0844466
19890202,1989,2,2,1989.167,10625,1528.62,-0.0711538
19890203,1989,2,3,1989.167,10626,1530.02,0.0915697
19890206,1989,2,6,1989.167,10629,1526.185,-0.2506464
19890207,1989,2,7,1989.167,10630,1544.578,1.205119
19890208,1989,2,8,1989.167,10631,1540.117,-0.2888148
19890209,1989,2,9,1989.167,10632,1527.215,-0.8376992
19890210,1989,2,10,1989.167,10633,1506.625,-1.348247
19890213,1989,2,13,1989.167,10636,1509.754,0.2077283
19890214,1989,2,14,1989.167,10637,1506.167,-0.2375933
19890215,1989,2,15,1989.167,10638,1519.019,0.8532675
19890216,1989,2,16,1989.167,10639,1522.123,0.204365
19890217,1989,2,17,1989.167,10640,1532.376,0.6736204
19890221,1989,2,21,1989.167,10644,1528.919,-0.2256251
19890222,1989,2,22,1989.167,10645,1502.799,-1.708381
19890223,1989,2,23,1989.167,10646,1508.073,0.3509016
19890224,1989,2,24,1989.167,10647,1483.37,-1.638049
19890227,1989,2,27,1989.167,10650,1486.978,0.2432641
19890228,1989,2,28,1989.167,10651,1492.617,0.3792092
19890301,1989,3,1,1989.25,10652,1484.567,-0.5393099
19890302,1989,3,2,1989.25,10653,1499.216,0.9867548
19890303,1989,3,3,1989.25,10654,1505.223,0.4006582
19890306,1989,3,6,1989.25,10657,1523.972,1.245617
19890307,1989,3,7,1989.25,10658,1519.892,-0.2677208
19890308,1989,3,8,1989.25,10659,1521.112,0.0802456
19890309,1989,3,9,1989.25,10660,1520.388,-0.0475901
19890310,1989,3,10,1989.25,10661,1515.434,-0.3258548
19890313,1989,3,13,1989.25,10664,1527.928,0.8244553
19890314,1989,3,14,1989.25,10665,1527.28,-0.0423877
19890315,1989,3,15,1989.25,10666,1534.905,0.4992539
19890316,1989,3,16,1989.25,10667,1549.104,0.9250579
19890317,1989,3,17,1989.25,10668,1514.35,-2.243474
19890320,1989,3,20,1989.25,10671,1499.504,-0.9803839
19890321,1989,3,21,1989.25,10672,1507.04,0.5025994
19890322,1989,3,22,1989.25,10673,1502.831,-0.2792839
19890323,1989,3,23,1989.25,10674,1495.366,-0.4967421
19890327,1989,3,27,1989.25,10678,1503.75,0.5606501
19890328,1989,3,28,1989.25,10679,1509.053,0.3526998
19890329,1989,3,29,1989.25,10680,1513.585,0.3002938
19890330,1989,3,30,1989.25,10681,1514.265,0.0449195
19890331,1989,3,31,1989.25,10682,1527.208,0.8547389
19890403,1989,4,3,1989.333,10685,1534.7,0.4905517
19890404,1989,4,4,1989.333,10686,1530.295,-0.2869993
19890405,1989,4,5,1989.333,10687,1534.898,0.300776
19890406,1989,4,6,1989.333,10688,1530.048,-0.3160048
19890407,1989,4,7,1989.333,10689,1539.932,0.6460438
19890410,1989,4,10,1989.333,10692,1539.91,-0.0014488
19890411,1989,4,11,1989.333,10693,1546.942,0.4566553
19890412,1989,4,12,1989.333,10694,1549.72,0.179562
19890413,1989,4,13,1989.333,10695,1536.896,-0.8274819
19890414,1989,4,14,1989.333,10696,1561.952,1.6303
19890417,1989,4,17,1989.333,10699,1563.943,0.1274625
19890418,1989,4,18,1989.333,10700,1586.073,1.415026
19890419,1989,4,19,1989.333,10701,1592.408,0.3993982
19890420,1989,4,20,1989.333,10702,1588.333,-0.2559195
19890421,1989,4,21,1989.333,10703,1603.422,0.9500308
19890424,1989,4,24,1989.333,10706,1600.418,-0.187359
19890425,1989,4,25,1989.333,10707,1591.113,-0.5813951
19890426,1989,4,26,1989.333,10708,1592.419,0.0820323
19890427,1989,4,27,1989.333,10709,1605.946,0.8495173
19890428,1989,4,28,1989.333,10710,1606.574,0.0390991
19890501,1989,5,1,1989.417,10713,1604.458,-0.1317348
19890502,1989,5,2,1989.417,10714,1599.954,-0.280716
19890503,1989,5,3,1989.417,10715,1600.254,0.0187777
19890504,1989,5,4,1989.417,10716,1598.96,-0.0808939
19890505,1989,5,5,1989.417,10717,1598.484,-0.0297606
19890508,1989,5,8,1989.417,10720,1590.966,-0.4703052
19890509,1989,5,9,1989.417,10721,1588.035,-0.1842447
19890510,1989,5,10,1989.417,10722,1591.375,0.2103128
19890511,1989,5,11,1989.417,10723,1597.103,0.3599233
19890512,1989,5,12,1989.417,10724,1633.031,2.249604
19890515,1989,5,15,1989.417,10727,1646.582,0.829834
19890516,1989,5,16,1989.417,10728,1643.347,-0.1964838
19890517,1989,5,17,1989.417,10729,1654.779,0.6956553
19890518,1989,5,18,1989.417,10730,1657.726,0.1780894
19890519,1989,5,19,1989.417,10731,1673.558,0.9550155
19890522,1989,5,22,1989.417,10734,1679.662,0.3647659
19890523,1989,5,23,1989.417,10735,1660.697,-1.12914
19890524,1989,5,24,1989.417,10736,1664.725,0.2425538
19890525,1989,5,25,1989.417,10737,1665.207,0.0289879
19890526,1989,5,26,1989.417,10738,1678.183,0.7792294
19890530,1989,5,30,1989.417,10742,1665.197,-0.7738448
19890531,1989,5,31,1989.417,10743,1672.952,0.465708
19890601,1989,6,1,1989.5,10744,1681.371,0.5033002
19890602,1989,6,2,1989.5,10745,1699.696,1.089855
19890605,1989,6,5,1989.5,10748,1682.384,-1.018525
19890606,1989,6,6,1989.5,10749,1693.412,0.655503
19890607,1989,6,7,1989.5,10750,1708.313,0.8799437
19890608,1989,6,8,1989.5,10751,1707.339,-0.0570565
19890609,1989,6,9,1989.5,10752,1707.67,0.01941
19890612,1989,6,12,1989.5,10755,1705.682,-0.1164401
19890613,1989,6,13,1989.5,10756,1693.791,-0.6971329
19890614,1989,6,14,1989.5,10757,1693.041,-0.044259
19890615,1989,6,15,1989.5,10758,1672.957,-1.186265
19890616,1989,6,16,1989.5,10759,1678.879,0.3539568
19890619,1989,6,19,1989.5,10762,1682.587,0.2208563
19890620,1989,6,20,1989.5,10763,1679.447,-0.1866112
19890621,1989,6,21,1989.5,10764,1675.974,-0.2067745
19890622,1989,6,22,1989.5,10765,1684.956,0.535921
19890623,1989,6,23,1989.5,10766,1714.169,1.733731
19890626,1989,6,26,1989.5,10769,1708.464,-0.332816
19890627,1989,6,27,1989.5,10770,1718.21,0.5704706
19890628,1989,6,28,1989.5,10771,1705.894,-0.7167864
19890629,1989,6,29,1989.5,10772,1672.096,-1.98126
19890630,1989,6,30,1989.5,10773,1663.375,-0.5215554
19890703,1989,7,3,1989.583,10776,1670.193,0.4099295
19890705,1989,7,5,1989.583,10778,1677.601,0.4435341
19890706,1989,7,6,1989.583,10779,1682.661,0.3016229
19890707,1989,7,7,1989.583,10780,1700.199,1.04226
19890710,1989,7,10,1989.583,10783,1711.233,0.64896
19890711,1989,7,11,1989.583,10784,1720.7,0.5532576
19890712,1989,7,12,1989.583,10785,1726.659,0.3463095
19890713,1989,7,13,1989.583,10786,1727.043,0.0222343
19890714,1989,7,14,1989.583,10787,1736.925,0.572212
19890717,1989,7,17,1989.583,10790,1740.885,0.2280024
19890718,1989,7,18,1989.583,10791,1734.963,-0.3402008
19890719,1989,7,19,1989.583,10792,1757.286,1.286659
19890720,1989,7,20,1989.583,10793,1745.981,-0.6433032
19890721,1989,7,21,1989.583,10794,1757.792,0.6764691
19890724,1989,7,24,1989.583,10797,1747.519,-0.5844575
19890725,1989,7,25,1989.583,10798,1748.322,0.0459736
19890726,1989,7,26,1989.583,10799,1770.526,1.270007
19890727,1989,7,27,1989.583,10800,1791.101,1.162087
19890728,1989,7,28,1989.583,10801,1792.946,0.1029919
19890731,1989,7,31,1989.583,10804,1813.629,1.153592
19890801,1989,8,1,1989.667,10805,1801.984,-0.6421037
19890802,1989,8,2,1989.667,10806,1805.851,0.2146111
19890803,1989,8,3,1989.667,10807,1808.879,0.1676721
