Date,h=1,h=3,h=12
2/1986,0.700228787,0.843533384,0.965147809
3/1986,0.700235329,0.842976436,0.962509827
4/1986,0.68601373,0.831382188,0.956005974
5/1986,0.68199097,0.827567693,0.952253511
6/1986,0.674816724,0.818492018,0.945187896
7/1986,0.666092709,0.810694294,0.940712672
8/1986,0.662101234,0.806734428,0.938179769
9/1986,0.666178946,0.806705086,0.933939244
10/1986,0.662299448,0.802302779,0.930908122
11/1986,0.667204111,0.806338001,0.933129865
12/1986,0.68442992,0.821959593,0.943188642
1/1987,0.695390794,0.832553068,0.948599768
2/1987,0.681239069,0.819864175,0.942911833
3/1987,0.656122506,0.797315814,0.931743575
4/1987,0.647029292,0.785903204,0.924760716
5/1987,0.631075682,0.772937478,0.918610894
6/1987,0.620970014,0.765591173,0.915185305
7/1987,0.618288393,0.764165711,0.914042895
8/1987,0.624713646,0.769633604,0.916700259
9/1987,0.635890962,0.779836898,0.92166367
10/1987,0.652054978,0.795473295,0.92909549
11/1987,0.646416177,0.793187751,0.932726869
12/1987,0.644014317,0.787075768,0.929243163
1/1988,0.637306347,0.78127218,0.927173098
2/1988,0.622231919,0.767880145,0.920138399
3/1988,0.607739645,0.754264494,0.913422566
4/1988,0.601020806,0.747575194,0.910467081
5/1988,0.594269685,0.739375107,0.905329012
6/1988,0.593469747,0.736714414,0.902637128
7/1988,0.591840699,0.73196417,0.897707759
8/1988,0.589601046,0.729292115,0.895416337
9/1988,0.591935378,0.72992613,0.894563809
10/1988,0.592758019,0.73085102,0.895041607
11/1988,0.597142685,0.735688581,0.897396563
12/1988,0.613134043,0.748335328,0.901987451
1/1989,0.638402296,0.766571717,0.905858663
2/1989,0.642278853,0.772093597,0.909472352
3/1989,0.637858855,0.771771919,0.912375247
4/1989,0.636756344,0.774664362,0.916718511
5/1989,0.643338871,0.782082299,0.923685664
6/1989,0.637723971,0.779849288,0.923642975
7/1989,0.639827651,0.780483902,0.922611471
8/1989,0.638111059,0.779567456,0.920564217
9/1989,0.622923038,0.767515671,0.913245523
10/1989,0.621471188,0.765423421,0.908946792
11/1989,0.626976248,0.769363163,0.909133216
12/1989,0.652429999,0.788283678,0.915337027
1/1990,0.68683285,0.81505417,0.926194151
2/1990,0.674382772,0.811064518,0.927857321
3/1990,0.662886168,0.802617242,0.925901415
4/1990,0.658095961,0.798595121,0.924574248
5/1990,0.656254909,0.796690683,0.923303303
6/1990,0.653761007,0.797195852,0.926573767
7/1990,0.66082296,0.806349753,0.934274292
8/1990,0.675812563,0.821768103,0.943474493
9/1990,0.668168468,0.815952408,0.94181913
10/1990,0.677767602,0.82225088,0.944506242
11/1990,0.689310302,0.83408522,0.949822759
12/1990,0.688293354,0.831053389,0.947644604
1/1991,0.689182002,0.829306112,0.945306624
2/1991,0.675144049,0.818027138,0.94123283
3/1991,0.654810772,0.797658831,0.930588372
4/1991,0.642708357,0.781093446,0.917443406
5/1991,0.630324683,0.765331619,0.904981319
6/1991,0.622287598,0.753966832,0.896365908
7/1991,0.606929907,0.740810837,0.889355798
8/1991,0.595546244,0.732016741,0.885477944
9/1991,0.594922042,0.729195921,0.882555803
10/1991,0.588375969,0.726296694,0.883261598
11/1991,0.586774355,0.727540955,0.885409275
12/1991,0.595216291,0.73321335,0.887918347
1/1992,0.597147213,0.733946113,0.887674259
2/1992,0.595030276,0.732029787,0.887380072
3/1992,0.587420661,0.725401821,0.884994009
4/1992,0.587145069,0.722457603,0.881257464
5/1992,0.579700998,0.714364489,0.875643689
6/1992,0.578227784,0.711951265,0.873716041
7/1992,0.579608999,0.711747825,0.873928819
8/1992,0.577821678,0.709138259,0.871570056
9/1992,0.584055902,0.712912885,0.87290182
10/1992,0.590575136,0.717263298,0.875359211
11/1992,0.584528241,0.71105526,0.872006095
12/1992,0.593890613,0.709491333,0.866820791
1/1993,0.592440899,0.708020389,0.863447678
2/1993,0.579755026,0.703799541,0.861860555
3/1993,0.575182898,0.701217332,0.859510879
4/1993,0.569911922,0.696578866,0.855575969
5/1993,0.563932319,0.690885155,0.850957023
6/1993,0.554242642,0.683437924,0.848016285
7/1993,0.545036795,0.67636442,0.845833002
8/1993,0.544276053,0.676212617,0.847512279
9/1993,0.550600845,0.680171243,0.849925246
10/1993,0.556974632,0.685826548,0.853875249
11/1993,0.555898439,0.685348613,0.855284225
12/1993,0.578242352,0.697204003,0.859161334
1/1994,0.58750657,0.706967798,0.865101753
2/1994,0.58232047,0.708742591,0.869112317
3/1994,0.579889094,0.710963266,0.873477663
4/1994,0.567809243,0.702674513,0.870835204
5/1994,0.562854303,0.698055171,0.867580707
6/1994,0.555698788,0.69160655,0.863428468
7/1994,0.553242191,0.690014028,0.862817544
8/1994,0.551976664,0.689733031,0.863963466
9/1994,0.554374274,0.691387709,0.865055654
10/1994,0.55869699,0.694842608,0.867520577
11/1994,0.557218627,0.694918851,0.868098911
12/1994,0.564448574,0.701093985,0.871601907
1/1995,0.568568555,0.70528179,0.873896483
2/1995,0.578332544,0.712709192,0.876194936
3/1995,0.577865208,0.710632995,0.874346834
4/1995,0.580636754,0.711664527,0.873958686
5/1995,0.578314282,0.710628016,0.872624533
6/1995,0.569547584,0.704371657,0.870410174
7/1995,0.566571359,0.701450919,0.867958061
8/1995,0.567513857,0.702344697,0.867935844
