Date,h=1,h=3,h=12
4/1975,1.112351013,1.116404532,1.051103314
5/1975,1.076863825,1.088554324,1.041798325
6/1975,1.045086827,1.064166196,1.033949411
7/1975,1.023809444,1.047272089,1.027932348
8/1975,0.999401486,1.027330235,1.020281119
9/1975,0.982730792,1.014029225,1.015388435
10/1975,0.974164924,1.006997254,1.012384751
11/1975,0.974876115,1.006292778,1.010574193
12/1975,0.999294187,1.023234444,1.013818509
1/1976,1.056412754,1.063048534,1.023019904
2/1976,0.964566536,0.994469652,1.001961113
3/1976,0.893721824,0.939756627,0.984466395
4/1976,0.848734581,0.903490544,0.971783786
5/1976,0.820941003,0.88016479,0.962818584
6/1976,0.798098536,0.8617228,0.9559167
7/1976,0.774519262,0.842235022,0.948431991
8/1976,0.763261485,0.83233171,0.944071355
9/1976,0.758871675,0.828626875,0.942222567
10/1976,0.768020424,0.835495414,0.943805707
11/1976,0.780185302,0.844338063,0.946122098
12/1976,0.792660109,0.855246903,0.949950389
1/1977,0.768915468,0.837569688,0.945634787
2/1977,0.742745737,0.816084673,0.937920683
3/1977,0.726766743,0.802811185,0.932952973
4/1977,0.723634513,0.799945546,0.931554065
5/1977,0.731788767,0.806249005,0.933504489
6/1977,0.749091471,0.820401636,0.938191491
7/1977,0.746081571,0.818427522,0.937969252
8/1977,0.750187315,0.822129397,0.93966445
9/1977,0.762239175,0.832418455,0.943575265
10/1977,0.79066854,0.8555835,0.951655795
11/1977,0.817101526,0.876328633,0.958144806
12/1977,0.814094221,0.875220738,0.959382039
1/1978,0.831211718,0.889715157,0.965424049
2/1978,0.838820927,0.895812756,0.967600493
3/1978,0.862694229,0.914785275,0.97398796
4/1978,0.887895531,0.935268116,0.981563297
5/1978,0.893158018,0.939887383,0.983585951
6/1978,0.911737617,0.95484055,0.98885969
7/1978,0.953116778,0.986970336,0.999179056
8/1978,0.999621709,1.022236462,1.00990069
9/1978,1.059566571,1.067360123,1.023713658
10/1978,1.159535391,1.139015251,1.043598592
11/1978,1.087176554,1.087991579,1.030653285
12/1978,1.032385982,1.048047784,1.019761198
1/1979,1.013346434,1.033423284,1.015333485
2/1979,0.990715637,1.016525678,1.010469088
3/1979,0.980043259,1.008281995,1.007997269
4/1979,0.941195024,0.979327601,0.999872545
5/1979,0.929922105,0.970882519,0.997698578
6/1979,0.938984533,0.978136298,1.0004814
7/1979,0.947421076,0.985351701,1.003422271
8/1979,0.982208571,1.012464804,1.01237661
9/1979,1.012578928,1.035995944,1.020155724
10/1979,1.070126792,1.078997905,1.033267214
11/1979,1.076109685,1.084850538,1.036618461
12/1979,1.070308532,1.081666826,1.036837
1/1980,1.094182081,1.09970827,1.042724648
2/1980,1.125034041,1.122328506,1.049628448
3/1980,1.180728896,1.161696699,1.0606454
4/1980,1.11386709,1.114336791,1.04835425
5/1980,1.051944362,1.069260568,1.035782755
6/1980,1.006557186,1.035232644,1.025621803
7/1980,0.98816552,1.021088016,1.02095802
8/1980,0.942904026,0.986403101,1.010238514
9/1980,0.917494922,0.966596739,1.004170367
10/1980,0.909977849,0.960715475,1.002592181
11/1980,0.918577518,0.967286527,1.004613754
12/1980,0.901478271,0.953417109,0.999153819
1/1981,0.883661344,0.93915543,0.993979325
2/1981,0.87454073,0.931156407,0.990269894
3/1981,0.881525809,0.935876385,0.990645408
4/1981,0.861513427,0.920674975,0.986164812
5/1981,0.857180247,0.917470869,0.985387329
6/1981,0.867989105,0.926392702,0.988932307
7/1981,0.888862309,0.94293961,0.994622038
8/1981,0.919815436,0.967090467,1.002674395
9/1981,0.92484688,0.971549088,1.004893872
10/1981,0.913138311,0.962342756,1.001968749
11/1981,0.883928668,0.939504711,0.994706807
12/1981,0.86913618,0.927600152,0.990625113
1/1982,0.865360601,0.924280714,0.989279227
2/1982,0.865607571,0.924922736,0.990197103
3/1982,0.862949154,0.922750879,0.98940174
4/1982,0.877369549,0.934127962,0.993007899
5/1982,0.894245746,0.947417171,0.997376508
6/1982,0.908340498,0.958997932,1.001608294
7/1982,0.941006205,0.984987177,1.010351759
8/1982,0.994260115,1.026021108,1.02324135
9/1982,0.996882277,1.027332984,1.022570522
10/1982,1.027595213,1.049295655,1.027734874
11/1982,0.977663213,1.010196781,1.01453477
12/1982,0.932926546,0.974806697,1.002400546
1/1983,0.912406033,0.957638604,0.995685635
2/1983,0.894663432,0.9429692,0.98989437
3/1983,0.882409824,0.9330067,0.986198915
4/1983,0.877161406,0.928601333,0.984238977
5/1983,0.858405749,0.913392519,0.97874103
6/1983,0.845730519,0.903164766,0.975131967
7/1983,0.839325708,0.897926739,0.973241014
8/1983,0.830158263,0.89018801,0.969960882
9/1983,0.829812283,0.88952392,0.969348179
10/1983,0.840342562,0.897855546,0.971727124
11/1983,0.834445593,0.893450133,0.970356082
12/1983,0.830021245,0.890013387,0.969207654
1/1984,0.835474142,0.894715503,0.970915316
2/1984,0.849940652,0.905730853,0.973790894
3/1984,0.84267591,0.900197373,0.972011591
4/1984,0.853076532,0.908300185,0.974441912
5/1984,0.879492207,0.929009699,0.98104635
6/1984,0.888505729,0.93673235,0.984389031
7/1984,0.910801422,0.954100544,0.990072186
8/1984,0.935601084,0.973417706,0.996261071
9/1984,0.886759301,0.93580898,0.984724791
10/1984,0.85455418,0.910134383,0.976305716
11/1984,0.840605387,0.899027201,0.972637021
